title,ingredients,instructions,food_types,description,average_rating,minutes,n_ingredients,n_steps,score
all purpose gluten free flour,"rice flour, potato starch, tapioca flour, xanthan gum","mix all ingredients well. because this has xanthan gum added , you do not need to add it in if a recipe has it listed",Veg,"i use this gf recipe for everything. i've made bread, cookies, and pie crusts with it.",4.0,5,4,2,4.153887144
all purpose ground meat mix,"ground beef, celery, garlic clove, onions, green pepper, pepper, salt","brown meat in a large pot. drain. stir in celery , garlic , onion , green pepper , salt and pepper. cover and simmer about 10 minutes until vegetables are tender but not soft. you can use this mixture immediately during your cooking session or freeze in two-cup portions for later use. suggested uses. tacos: add one package taco seasoning to two cups all-purpose ground meat mix. freeze. to serve: thaw and heat taco mixture. prepare tacos as you would normally. taco potatoes: follow instructions for taco mixture , but serve the mixture over baked potatoes instead of tortillas or taco shells. top with grated cheese , diced tomatoes , sour cream , sliced green onions , sliced black olives and salsa. easy taco salads: follow instructions for taco mixture. place a layer of corn chips or tortilla chips on plate. spoon taco mixture over chips. add layer of shredded lettuce. add diced tomatoes , sliced green onions , sliced black olives , sour cream and salsa. sloppy joes: in a large skillet , place two cups ground meat mix , one can tomato soup , two tablespoons brown sugar , and one teaspoon prepared mustard. stir. cover and simmer ten minutes. serve ladled onto hamburger buns. the all-purpose ground meat mix can also be used for: stuffed peppers , chili , spaghetti , and baked ziti. see my cookbook for additional ideas: [url= to make with all purpose ground beef mix[ / url]",Non-veg,"one of the easiest ways to save money on your family's grocery bill is by purchasing foods in bulk when they go on sale. when ground meat goes on sale, rather than just stocking up to store in the freezer ""as is,"" many cooks find it helpful to prepare meat mixes for using later in their favorite family recipes. by preparing this recipe for all-purpose ground meat mix, you'll be ready to fix any number of tasty ground meat recipes without needing to brown the meat, onions and spices each time you cook. not only will this technique save you money, it saves time too. the following recipe is from the book ""frozen assets: how to cook for a day and eat for a month""",4.666666667,25,7,23,4.642018929
all purpose quick spaghetti sauce,"lean ground beef, onions, garlic, tomato paste, tomatoes, dried oregano, dried basil, dried thyme, fresh ground pepper","in large heavy frypan , cook beef over medium heat until no longer pink , breaking up with a spoon. drain fat off through a colander , wipe frypan with paper towel and return beef to frypan. stir in onion and garlic , cook until softened. stir in tomato paste , tomatoes , breaking with back of spoon , oregano , baqsil , thyme and pepper. bring to boil , reduce heat and simmer for 10 minutes , thin with water if desired",Healthy,"can double, triple this recipe, very basic add to recipe, freeze in portion servings. add whatever is in the frige, carrot , green pepper, celery, mushrooms etc. serve over any kind of noodles or rice and sprinkle with parmesan. use as a base for lasagna, tacos, chili or casseroles, just generaly handy to have in the freezer.",4.538461538,30,9,5,4.49323437
all to myself cheesecake,"oreo cookies, cream cheese, sugar, vanilla, eggs, chocolate chips, shortening","beat cream cheese , sugar , vanilla and eggs together until smooth place an oreo with frosting side up in the bottom of a lined muffin cup. top with cream cheese mixture. top that with crushed oreo tops. bake at 325 for 25 minutes. remove from oven and cool. melt shortening and chocolate chips until smooth. drizzle over cooled cheesecakes",Non-Veg dessert,i got this from a bhg.com ,4.545454545,45,7,7,4.492332286
all american grilled cheese with a twist,"white bread, sharp cheddar cheese, plum tomatoes, fresh basil, cooking spray",place 4 bread slices on a work surface. arrange 1 / 2 cup cheddar cheese on each slice. top each slice with 2 tomato slices and 1 t basil. top with remaining 4 bread slices. heat a large nonstick skillet over medium heat. coat pan with cooking spray. add sandwiches to pan. cook 4 minutes or until lightly browned. turn sandwiches over. cover and cook for 2 minutes or until cheese melts,Veg,courtesy of cooking light.,4.75,25,5,10,4.548123037
all american hamburgers,"85% lean ground beef, dry onion soup mix, worcestershire sauce, american cheese, barbecue sauce, buns, lettuce, pickle, tomatoes, cooked bacon","in a large bowl , combine beef , soup mix and worcestershire sauce. mix just until blended dont overwork the meat. shape into eight patties. grill over medium coals to desired doneness or until no longer pink in the center and a minimum temperature of 160 degrees , brushing frequently with barbecue sauce. top with cheese. continue grilling until cheese is melted. for each serving. fill bun with lettuce , pickle slices , tomato and hamburger patty",Non-veg,"been making  1/4 pound burgers like this forever, and dont think its ever been posted here.  one of our all-time favorites on the summer grill! we also love these with a slice of cooked bacon for a bacon cheeseburger.",4.769230769,25,10,8,4.669704959
all american macaroni   cheese,"macaroni, butter, onion, garlic clove, flour, milk, black pepper, extra-sharp cheddar cheese, sharp cheddar cheese, mild cheddar cheese","preheat oven to 350f. while making cheese mixture , cook macaroni per package instructions. drain and set aside. in a medium saucepan over medium heat , melt butter. cook onion and garlic in butter until translucent. add flour to saucepan and stir to combine , leaving no dry flour bits. add milk all at once to saucepan along with black pepper. stir to combine. stir constantly until mixture begins to thicken. stir in cheeses one at a time until melted , and mixture is smooth. place cooked macaroni in a 1-quart casserole dish. stir in cheese mixture until combined. bake for 30 minutes or until top is lightly browned. cool for 10 minutes and serve",Veg,"this is my version of an all-american classic.  it is one of my ultimate favorite comfort foods--sinfully rich, gooey-cheesy and tummy-warming on a chilly day.  in my opinion, using varying degrees of cheddar cheese creates the perfect flavor combination.  i have experimented with other cheese combinations but usually return to the classic cheddars.  after making this homemade mac-n-cheese for my husband, he was successfully converted from being a lover of boxed powdered mixes.  be advised that all diets go out the window for this one!",4.166666667,50,10,14,4.23849843
all american sub,"bread, turkey, ham, salami, american cheese, swiss cheese, lettuce leaf, tomatoes, yellow sweet onion, mayonnaise, honey mustard, salt & fresh ground pepper","cut loaf of bread in half , lengthwise. spread one half with mayonnaise the other with mustard. cover each bread half with lettuce. layer meats , cheeses and top with veggies. salt and pepper to taste. place top half on securing with party toothpicks. cut into serving slices",Non-veg,sub sandwiches are awesome!,5.0,10,12,7,4.709442699
all chocolate blackout cake from ebinger s,"cocoa powder, boiling water, unsweetened chocolate, milk, sweet butter, sugar, eggs, vanilla extract, flour, baking powder, baking soda, salt, bittersweet chocolate, cornstarch, water, semisweet chocolate, hot water, light corn syrup","preheat the oven to 375 degrees f. butter and lightly flour two 8-inch round cake pans. make the cake: place the cocoa in a small bowl and whisk in the boiling water to form a paste. combine the chocolate and milk in a small saucepan over medium heat. stir frequently until the chocolate melts , about 3 minutes. remove from heat. whisk a small amount of the hot chocolate milk into the cocoa paste to warm it. whisk the cocoa mixture into the milk mixture. return the pan to medium heat an stir for 1 minute. remove and set aside to cool until tepid. in the bowl of a mixer , cream the butter and sugar together. beat in the egg yolks , one at a time , and add the vanilla. slowly stir in the chocolate mixture. combine the flour , baking powder , baking soda and salt. using a spatula or a wooden spoon , slowly add the flour mixture to the chocolate mixture. fold until just mixed. in another bowl , whisk the egg whites until soft peaks form. using a rubber spatula , gently fold the egg whites into the batter. divide the batter between the prepared pans. bake until a toothpick inserted in the center of a cakes comes out clean , about 45 minutes. cool the cakes in the pans on a rack for 15 minutes. gently remove the cakes from the pans and continue to cool. while the cake is baking , make the filling: combine the cocoa and boiling water in a small saucepan over low heat. stir in the sugar and chocolate. add the dissolved cornstarch paste and salt to the pan and bring to a boil , stirring constantly. boil for 1 minute. remove the pan from the heat and whisk in the vanilla and butter. transfer the mixture to a bowl , cover , and refrigerate until cool. make the frosting: melt the chocolate in a double boiler over hot , not simmering , water , stirring until smooth. remove the top of the double boiler from the heat and whisk in the butter , 1 tablespoon at a time. return the top to the hat , if necessary , to melt the butter. whisk in the hot water all at once and whisk until smooth. whisk in the corn syrup and vanilla. cover and refrigerate for up to 15 minutes prior to using. assemble the cake: use a sharp serrated knife to slice each cake layer horizontally in half to form 4 layers. set 1 layer aside. place 1 layer on a cake round or plate. generously swath the layer with 1 / 3 of the filling. add the second layer and repeat. set the third layer on top. quickly apply a layer of frosting to the top and the sides of the cake. refrigerate for 10 minutes. meanwhile , crumble the remaining cake layer. apply the remaining frosting to the cake. sprinkle it liberally with the cake crumbs. serve the cake within 24 hours , store in a cool place. for those who desire a less syrupy consistency , they can stir in an additional 1 to 2 tablespoons of cornstarch",Non-Veg dessert,"new yorkers (especially brooklynites) will wax nostaligic over this intensely chocolate cake. i remember having a piece as a little girl and i have never forgotten how wonderful and rich that little piece was. you will get a lot of utensils dirty making this cake, and it has a lot of preparation steps, but it is so worth it!",3.916666667,75,18,47,4.024061518
all day spaghetti sauce,"lean ground beef, diced tomatoes, tomato sauce, tomato paste, bay leaves, garlic cloves, basil, oregano, onion powder, salt, pepper","brown beef in a skillet. put into a large stock pot with the tomato sauce , paste , and diced tomatoes. add most of the required amount of all the spices. let simmer on low , stirring enough to keep it from burning to the pan bottom , for an hour or so. taste a spoonful and add the rest of the spices to taste. the thicker the metal of your stock pot , the less you have to stir. cover it to prevent splatters , but not airtight. the longer it simmers , the thicker it gets. the sauce is also very good without the beef",Healthy,"this spaghetti sauce freezes very well for later.  i use standard quart-size ziplock bags, and stack them in the freezer.",4.2,375,11,9,4.241784593
all in one bolognaise,"olive oil, onion, steak, pasta sauce, mushroom, red wine, seasoning, small shell pasta","heat oil in large pot. saute onion till tender. add mince and brown well , breaking up lumps. stir in sauce , mushrooms , wine and seasonings. bring to the boil. reduce heat and stir in pasta. simmer for 20 minutes. serve with grated cheese",Veg,fabulous family meal adapted from a 2003  issue of super food ideas - i double it when my children bring friends home for dinner.,5.0,35,8,8,4.73849843
all in one breakfast,"english muffins, bulk pork sausage, eggs, sour cream, diced green chilies, cheddar cheese","in the bottom of a greased 3 quart rectangular baking dish , arrange muffin halves in the bottom. overlap muffins as neccesary to make them fit well. set aside. using a large skillet , cook sausage until brown , drain. in a large bowl whisk the eggs. add sausage , sour cream , and chilies and mix until well combined. pour egg mixture over the muffins and press lightly to thoroughly moisten the muffins. sprinkle with cheese , cover with plastic wrap , and refrigerate overnight. bake in a 375 degree oven uncovered for 35 to 40 minutes or until set. let stand for 10 minutes before serving. prep and cook time does not include chilling time",Non-veg,an easy make ahead strata from my favorite new casserole cookbook. this recipe uses english muffins for the base instead of slices of bread.,5.0,70,6,11,4.73849843
all in one broccoli macaroni and cheese,"skim milk, water, macaroni and cheese mix, frozen broccoli, butter, salt and pepper, cheddar cheese","in a saucepan , bring water and milk barely to a boil over medium heat. add macaroni , reduce heat to low and simmer for 5 minutes. add thawed broccoli and cover. simmer for another 3-4 more minutes , or until liquid is almost absorbed , and broccoli is heated through. add cheese sauce mix and butter , and stir until well blended. add salt and pepper to taste. stir in grated cheese , if using , until melted",Healthy,"this is a quick meal i make sometimes after work, when it's just me.  nothing fancy or gormet, just plain comfort food.  i sometimes stir in a handful of grated cheddar or italian blend cheese at the end to give it a little extra cheesiness!",4.3,15,7,7,4.313213164
all in one chocolate chip cookies,"butter, granulated sugar, light brown sugar, vanilla extract, salt, eggs, all-purpose flour, baking soda, milk chocolate chips","preheat oven to 375f. in large bowl , beat butter , granulated sugar , brown sugar , vanilla and salt with electric mixer until creamy. add eggs. beat well. stir together flour and baking soda. gradually add to butter mixture , beating until well mixed. stir in chocolate chips. drop by rounded teaspoons onto ungreased cookie sheet. bake 8-10 minutes or until set. cool slightly. remove from cookie sheet to wire rack",Non-Veg dessert,"this is my all time favorite chocolate chip cookie recipe. i found it originally on the back of a package of hershey baking pieces, which i don't think they even make anymore. i thought i lost the recipe there for a while but finally found it and was very happy. i'm posting the recipe on zaar so i won't have to worry about losing it again. oh, be sure to use real butter in this recipe.",4.75,48,9,11,4.548123037
all in one hot dog mustard,"yellow mustard, ketchup, sweet pickle relish",mix all ingredients in a bowl. spoon into clean jars. cover and refrigerate,Healthy,"i don't remember where i got this recipe, probably from a women's magazine. saves on having to haul out separate bottles of ketchup, mustard, etc.",5.0,15,3,3,4.673123037
all in one sponge cake,"butter, caster sugar, eggs, self-raising flour, baking powder","preheat oven to 350 degrees f. measure out all the ingredients , put in to a large bowl and beat until well blended. divide this between the two tins. level out and bake in the oven for approx 30-35 minutes , until well risen and the top of the sponges spring back when lightly pressed with your finger. leave them to cool for 5 minutes in the tin before you turn them out. remove the paper and let them completely cool on a cake rack. when cold , sandwich them together with your favorite filling. sprinkle caster or powdered sugar on the top",Non-Veg dessert,"no creaming or folding, this is a simple, quick and easy stand-by sponge. choose your own filling, fruit, cream, lemon curd or jam. for a variation add some vanilla essence, lemon or orange zest to the ingredients. requires 2 round 8 inch sandwich baking tins, greased and lined with baking paper. i sometimes need to cut a thin slice from the top of of one of the sponges to level them before i sandwich them together.",3.625,45,5,8,3.769249215
all in one tuna casserole,"onion soup mix, milk, frozen peas and carrot, egg noodles, tuna, cheddar cheese, cream of mushroom soup","preheat oven to 350 degrees f. in large bowl , blend onion soup mix with cream of mushroom soup and milk. stir in peas & carrots , cooked noodles , cheese and tuna. turn into greased 2-quart baking dish. bake 30 minutes or until bubbling",Non-veg,"i recently adopted this recipe.  i made major changes to the recipe 02/22/05, the results being a much better casserole.  feel free to leave out any offensive ingredient.",3.666666667,0,7,5,3.93849843
all occasion cookies,"butter, flour, white cake mix","pre heat oven to 350. microwave 2 sticks of the butter on high for 1 minute or until melted. using paring knife , slice remaining butter into 1 / 2 inch slices. add to melted butter , tossing to coat. allow butter to stand 3-5 minutes or until softened. blend cake mix and flour in bowl and whisk to break up any large lumps. whisk butter until smooth and free of lumps , if necessary microwave for 10-20 seconds or until creamy and pourable. do not melt completely. pour butter , all at once , into dry ingredients. mix until dry ingredients are incorporated and dough is smooth. if dough is to stiff to stir knead until smooth. using a small cookie scoop or teaspoons drop cookie dough onto baking sheet 2"" apart. bake 15-17 or until very light golden brown. cool three minutes and transfer to cooling rack. variations: chocolate: substitute devils food cake mix for the white and bake as directed peanut butter: substitute yellow cake mix for the white cake mix. add flour as directed. whisk 2 / 3 cup peanut butter into softened butter until smooth. add to dry ingredients as recipe directs. mix ins: mix in 1 / 2-1 cup fo any combination of the following ingredients to the dough--miniature semi-sweet chocolate chips. whole , grated or chopped nuts. rasins. flaked coconut. dried cranberries. miniature candy-candy coated chocolate pieces. chopped candies. chocolate chunks. white chocolate chips or toffee bits",Healthy,this is a terrific cookie that i got at a pampered chef party. it is delicate but full of flavor. the variations are wonderful as are the mix ins. it is a great way to get several different cookies from one recipe.,4.5,30,3,27,4.43849843
all purpose crock pot chicken,"chicken, cajun-louisiana seasoning blend, lemon pepper, salt, bell pepper, celery, carrot, green onion, garlic, water","if using thigh portions or a cut up fryer , etc , remove all skin and as much fat as possible. i boil the skins with garlic for the dog. there is no need to bone the chicken. put about 1 / 4 inch water in the slow cooker. rinse the chicken well , getting into the crevices , and sprinkle with the cajun seasoning on both sides. go easy at first. this is not low-salt and it tends to be a little spicy. i start immediately placing the chicken in the slow cooker. i rinse one piece , season both sides , and layer it in the pot. when you are done seasoning all the chicken , cover the pot and let the chicken stand for 30 minutes. at the end of that time , cover the chicken fully with water and set the cooker on ""low. "" cooking time is up to you. a minimum of 8-10 hours is what i recommend. i usually set the chicken cooking in an afternoon , and let it cook overnight. often it will cook for 12-24 hours. this is an excellent dish for those of us who never learned to properly debone a chicken. ) at the end of the cooking time , merely pull out the chicken pieces and separate the bones from the meat. it will literally fall apart. save the broth for adding to mashed potatoes , gravy , rice or soup. you will have a good deal of chicken here. separate into smaller portions and freeze",Healthy,"i discovered this one a few weeks ago. i started out trying to make chicken and  rice and ended up with this.

it is very tender and very good.  an excellent  make-ahead dish for summer.  all the work is done before the crock pot is even  warm.

this is excellent for fajitas, pasta salads,  chicken salad, soup, added to beans and rice, just laying on bread for chicken  sandwiches, or just eating cold.  ",4.583333333,540,10,21,4.524061518
all purpose easy shortening pie dough,"all-purpose flour, salt, vegetable shortening, water","combine the flour and salt in a medium bowl. using a pastry blender , cut in the shortening until the mixture is crumbly , with a few pea-sized pieces of shortening. sprinkle in the water and mix with a fork , adding just enough until the mixture is moistened and begins to clump together. gather up the dough and form into a flat disk. you can use this dough immediately or proceed to the next step. wrap the dough in wax paper or plastic wrap. refrigerate for atleast 20 minutes or up to overnight. if chilled until hard , let the dough stand at room temperature for about 10 minutes to soften slightly before rolling. double-crustshortening pie dough. use all-purpose flour , salt , vegetable shortening and ice-cold water. divide the dough into 2 equal pieces",Veg,this is a nice easy pie crust. i use 2 knives when i cut the shortening into flour mixture since i do not have a pastry blender.,3.6,85,4,11,3.931664922
all purpose mexican seasoning,"chili powder, paprika, cornmeal, cumin, oregano, onion powder, ground coriander, cayenne pepper","carefully mix , by hand , all the spices in a bowl until they are all perfectly melded , should be a light reddish-brown color. yields 3. 4 ounces , have an airtight bottle or container ready to store inches. feel free to substitute the onion powder for garlic powder for a hotter taste , and cilantro for coriander , and adjust the cayenne according to how hot you would like it",Veg,"don't buy msg-loaded adobo, sauzon, or store-bought fajita seasoning. combine with oil and use it to marinate corn, chickpeas, potatoes, and beans for a crispy healthy snack, and it's also great for tacos, fajitas, quesadillas, and i swear by this seasoning for my arroz con frijoles. it works for other latin american foods too.",5.0,5,8,4,4.673123037
all purpose mild brine for poultry and pork,"kosher salt, sugar, water","mix cold water , salt and sugar and stir to dissolve. in a non-reactive container , immerse food in brine , seal and refrigerate. use 1 quart of brine per pound of meat , not to exceed 2 gallons. brine for 1 hour per pound , but not less than 30 minutes or more than 8 hours. will not work if meat is frozen",Veg dessert,"this is a simple all-purpose mild brine for chicken, turkey and pork. it is fabulous used when grilling chicken pieces. the meat will never be dry.",4.930232558,5,3,5,4.880531581
all purpose stir fry sauce  brown garlic sauce,"soy sauce, chicken broth, rice wine, sugar, sesame oil, white pepper, cooking oil, garlic, minced ginger, cornstarch, water","in a bowl , combine soy sauce , broth , rice wine , sugar , sesame oil and white pepper. dissolve the cornstarch in 1 / 4 cup water. heat a pan over high heat. add the cooking oil , swirling to coat. add the garlic and ginger. cook , stirring , until fragrant , about 15 seconds. add the soy sauce mixture. bring to a boil. reduce heat to medium and cook for 1 minute. add the cornstarch solution and cook , stirring , until the sauce boils and thickens",Veg dessert,"adapted from martin yan's chinese cooking for dummies. this is my favorite stir-fry sauce. it makes enough for two meals. having extra on hand makes for a quick meal. my son will actually eat vegetables he can dip in the sauce! warning about the amount of soy sauce. when i used kikkoman soy sauce, i found this sauce far too salty. i now use angostura, which is much lower in salt. when adding soy sauce, start with less than half the amount and slowly add more to taste. using vegetable broth makes this vegetarian. yield: 1 3/4 cups (couldn't get that amount entered)",4.379310345,20,11,10,4.378671422
all star breakfast rice,"ground cinnamon, brown sugar, milk, cooked rice, fresh blueberries","combine rice , milk , brown sugar and cinnamon in small saucepan. cook over medium heat until thick and creamy , about 10 minutes. spoon into serving bowl , let cool 3 minutes. top with fresh berries",Veg dessert,great rice for breakfast!,4.833333333,18,5,4,4.63849843
alla s cranberry scones  raw foods,"apples, carrots, raisins, cranberries, almonds, flax seed, agave nectar, olive oil",mix ingredients with hands. drop by spponfuls onto teflex dehydrator sheets. dehydrate at 105-115 degrees for several hours,Healthy,"from victoria boutenko's 12 steps to raw foods.  i haven't tried it yet, but i have to give the book back to the library.  the recipe says: ""you have to experiment to get the consisitency desired."" i guess that means add more water if necessary or more solids if it's too wet.",4.25,430,8,3,4.298123037
allegheny applesauce bread,"butter, honey, eggs, unsweetened applesauce, maple extract, whole wheat flour, wheat germ, baking powder, baking soda, ground cinnamon, ground nutmeg, raisins","beat butter and honey together in mixing bowl. add eggs , applesauce , and maple extract and beat well. combine next six ingredients in separate bowl. stir in raisins. add dry ingredients to butter mixture , stirring until combined. bake in greased 5x9 loaf pan at 350 degrees for 55-60 minutes , or until tests done. cool in pan for 30 minutes , then remove from pan and cool completely on wire rack. wrap in plastic wrap and chill overnight before serving. this bread freezes well , so double the recipe and save one for later !",Healthy,"scrumptiously moist and delicious, sweet and spicy, simple and wholesome: contains no refined grains or sugars, just lots of good stuff like raisins, honey, and wheat germ. you've got to try this bread!",3.2,90,12,9,3.709442699
allendale dip,"sour cream, mayonnaise, lemon juice, fresh parsley, sugar, garlic powder, parmesan cheese, mozzarella cheese, onion flakes, salt, red pepper flakes","one day prior to serving , mix all ingredients in a medium bowl that can be covered. refrigerate 24 hours , stirring occasionally. keep in refrigerator until ready to serve. serve with crackers , chips or my favorite , raw veggies. this can be doubled or tripled easily with a triple serving equal to about 2 quarts",Veg dessert,"this is from a great little restaurant in south louisiana.  i begged and begged for the recipe until they finally caved in.
***edited on june 9, 2008--i would suggest tasting the dip before adding any salt.  depending on your mayo, you may or may not need any***",5.0,1450,11,5,4.813213164
allergen free soup base  previously called gluten free mushroom,"onion, butter, fresh mushrooms, cornstarch, rice flour, chicken broth, evaporated milk, salt, pepper","in a large saucepan , saut onion in butter until tender. add mushrooms and saut until tender. combine flour and broth until smooth , stir into the mushroom mixture. bring to a boil. cook and stir for 2 minute or until thickened. reduce heat. stir in the cream , salt and pepper. simmer , uncovered , for 15 minutes , stirring often",Healthy,"re-done to be gluten free. i realized how versatile this can be.  not only is this gluten free, it's also soy free.  just make sure you read the contents on the chicken broth. you can also leave out the mushrooms and make cream of chicken soup.",4.25,60,9,8,4.298123037
allergy relief  drink,"honey, apple cider vinegar, warm water","place honey and raw organic apple cider vinegar in a tall glass and fill wilt warm water. stir to dissolve honey and drink away. i drink this twice a day. i can feel when it starts to wear off and know i need another drink. you can also add a squeeze a lemon for extra deliciousness !. try to get local honey , as this helps greatly with your allergies",Healthy,"allergies are sooooo annoying! can i hear a amen? but seriously as soon as spring comes around for me its terrible and the sneezing, itchy/watery eyes, and asthma comes on strong. i am literally allergic to almost everything under the sun: grass, weeds, trees, flowers, etc. luckily i’m not allergic to dogs that would be heartbreaking. this year since being on a more natural journey i wanted to find a natural allergy relief. well that, and my allergy medicine ran out and i didn’t want to buy more so i started looking for a natural solution. there are more natural solutions than this but this is what i have tried so far and what works for me.",5.0,5,3,6,4.673123037
allessio s frittata   tomatoes and sweet peppers,"extra virgin olive oil, onion, sweet red pepper, hot red pepper, fresh tomato, eggs, parmigiano-reggiano cheese, salt, parmesan cheese","heat 2 tablespoons of olive oil in a large frying pan over medium heat. add the onions and cook for 4 minutes or until the onions are transparent. add the sweet and hot pepper , and the tomatoes. cook for 2 to 3 minutes and let cool in the pan. crack the eggs into a bowl and beat in the cheese and salt. add the cooled sauted onions to the egg mixture and stir well. wipe out the frying pan with a paper towel and add 1 teaspoon of olive oil to the pan. heat the oil and then pour the egg mixture into the pan. cover and cook for 5 or 6 minutes. when the liquid is set and the frittata moves easily in the pan , put a large plate over the pan and flip the frittata out onto the plate. add another teaspoon of olive oil to the pan and carefully slip the frittata back in to cook the other side. cover and cook for another 4 to 5 minutes. if cooking in the oven , preheat to 325 , dont cover and just place in oven for approx 20 min or desired doneness. i put extra parmesan over the top for the last 5 minutes. slide the frittata onto a serving platter. slice into wedges and serve immediately",Healthy,"a simple delicious frittata with a little heat to it.  i bake it in the oven at 325, i find it easier, however whichever you prefer",4.4375,35,9,16,4.419249215
alli s antifreeze,"vodka, blue curacao, sour mix, sprite","mix 1st 3 ingredients in shaker cup. pour over ice in a collins glass. splash of sprite , on top , to cut the sour a bit",Healthy,this drink is soooo refreshing in the good ol' summertime! and a cool shade of blue too!,4.857142857,3,4,3,4.671362209
alli s crunchy ranch chicken  rsc,"hidden valley original ranch dips mix, boneless skinless chicken breasts, greek yogurt, milk, panko breadcrumbs, fresh chives, cooking spray","1. mix yogurt , milk and chives in a bowl large enough to hold your chicken breasts. 2. add 1 1 / 2 tablespoons of hidden valley ranch mix to yogurt mixture. stir. 3. add chicken breasts to marinate in fridge for at least 1 hour. 4. add 1 1 / 2 tablespoons hidden valley ranch mix to panko breadcrumbs. mix well. 5. preheat oven to 400 degrees. grease a baking dish and set aside. 6. place breadcrumbs in a shallow dish. add chicken breasts , turning to coat both sides well. 7. place chicken in baking dish. lightly spray chicken with short bursts of cooking spray. this will help to crisp it up !. 8. bake for 20-40 minutes or until juices run clear. 9. remove from oven. serve and enjoy !",Non-veg,"ready, set, cook! hidden valley contest entry - 
""ready"" for a party in your mouth? ""set"" to have a great tasting chicken dinner? ""cook"" this dish and wow your family and friends! this chicken is moist and tender, super easy and full of flavor - you can't go wrong! thanks for trying my recipe! marinade time is not included in prep/cook time.",5.0,35,7,25,4.673123037
alli s microwave cashew brittle,"sugar, light corn syrup, salt, butter, vanilla, cashews, baking soda","mix sugar , salt and corn syrup in microwave safe bowl. microwave for 3 minutes -15 seconds. stir. microwave 2 minutes. mix in vanilla , butter and cashews. microwave 1 minute. stir in baking soda. quickly turn out on onto a greased pan , using a silicone or greased spatula. spread to 1 nut depth with off-set spatula. cool and break into bite-sized pieces",Veg dessert,"i made a version of this as peanut brittle, but had to try it with cashews. outstanding! so crispy and decadent...p.s. this recipe is made in an 1100-watt microwave. p.s. if you live in an area that has high humidity, this recipe may not work for you; try to make on a day with low humidity.",4.833333333,11,7,10,4.63849843
alli s renegade cocktail sauce,"ketchup, mayonnaise, ginger, lemon juice, salt & fresh ground pepper",mix all ingredients together and chill,Healthy,"this was created for zwt. it may be served with crispy fried fish or any fried seafood. it is pink and a bit spicy from the ginger! this will serve 1-2 people and may be increased, as needed, for a crowd!",4.8,3,5,1,4.598331588
alli s rum punch,"orange juice, pineapple juice, light rum, grenadine, sprite, orange slices","mix all ingredients in a large punch bowl. may add more sprite , to taste",Healthy,"i have been making this for a long time, and it is always a huge hit!",5.0,10,6,2,4.798844946
alligator piss,"midori melon liqueur, peach schnapps, southern comfort, amaretto, sweet and sour sauce",place all ingredients in a shaker glass with ice and shake. strain into 4 shot glasses. down the hatch,Healthy,"one of my mates said that i have to put this drink on here for him. myself i don't like it, so please don't rate it bad.",4.75,5,5,3,4.548123037
allison   diana s orange custard,"cream cheese, sugar, eggs, orange juice, oranges, zest of",mix together cream and sugar in a bowl. add eggs one at a time and mix completely each time. add orange juice and zest. pour in 4 coffee cups evenly. bake at 350 degrees fahrenheit for 20-30 minutes. cool and enjoy. :),Non-Veg dessert,very sweet orange flavored cake-like custard.,3.75,30,5,7,4.048123037
allison s creamy veggie pasta salad,"shell pasta, cheddar cheese, red pepper, yellow pepper, cucumber, tomatoes, red onion, plain yogurt, sour cream, mayonnaise, salt, sugar, balsamic vinegar, dijon mustard","cook pasta as directed on box. combine other ingredients except for vegetables and cheese in a separate bowl. when pasta is done , combine mixture with pasta. toss in cheese and vegetables. chill for at least 3 hours",Veg dessert,this salad is always a hit at barbeques. and so easy to make!,3.75,24,14,5,4.048123037
allo aloe,"lebanese cucumber, granny smith apple, lemon, juice of, liquid aloe vera","juice the cucumber and apple , stir in the lemon juice and aloe vera , and serve",Healthy,"a fabulously healthy juice drink from australian chef flip shelton's 'green: modern vegetarian recipes'. commenting on aloe vera, she says that it ""has been described as a natural healer because it contains many essential amino acids, vitamins, minerals, proteins and enzymes"" and she suggests giving youself ""a dose whenever you feel low"".  from the instructions, this is clearly intended to be made using a juicer, but you could use a blender.  you would then get the whole of the cucumber and apple, not just the juice.  if doing this, obviously remove the apple core!",5.0,5,4,1,4.673123037
allrighty then scrambled eggs   paula deen,"eggs, sour cream, water, salt & freshly ground black pepper, butter, cheddar cheese","in a medium size bowl , beat eggs , sour cream , water , and salt and pepper until fluffy. using a nonstick frying pan , melt butter and cook eggs over low heat , stirring occasionally. stir in the cheese. cook until you reach desired consistency. serve hot with biscuits !. enjoy !",Healthy,i saw this on paula's home cooking and had to share! allrighty then!,4.757575758,18,6,6,4.745477826
allspice cream cheese frosting,"cream cheese, butter, ground allspice, confectioners' sugar, vanilla extract, milk","in a medium bowl , beat cream cheese , butter and allspice until blended. gradually add confectioner's sugar and mix until well combined. stir in vanilla. gradually add milk , beating until frosting is of spreading consistency",Veg dessert,"a cream cheese frosting with a little extra something, this frosting is paticularly good on carrot cake. recipe originally posted on allrecipes.com",4.476190476,20,6,4,4.455399372
